,time,open,high,low,close,Volume,SMA_5,SMA_15,VMA_5,VMA_15,EMA_5,EMA_15,Diff,up,down,avg_20up,avg_20down,avg_60up,avg_60down,RS_20,RS_60,RSI_20,RSI_60,RSI_ratio,EMA_26,EMA_12,MACD_line,MACD_signal,MACD,STD_5,Upper Bollinger Band,Lower Bollinger Band,high_low,high_prevClose,low_prevClose,TrueRange,ATR_12,ATR_3,stop_loss
412,2022-12-22 13:00:00,18081.8,18172.65,18075.35,18141.95,21038175,18131.57,18242.83,29888713.2,26946727.8,18137.010990753803,18210.394739912837,60.85000000000218,60.85000000000218,0.0,16.3475000000004,29.63000000000029,14.947500000000158,20.350833333333505,0.5517212284846521,0.7344908070922582,35.55543472350641,42.34619198262435,0.8396371210449254,18262.622229031575,18192.430151856774,70.19207717480094,56.54822557917721,13.64385159562373,60.264340617150985,18252.0986812343,18011.0413187657,97.30000000000291,91.55000000000291,5.75,97.30000000000291,94.35416666666636,74.1833333333343,18615.749999999996
413,2022-12-22 14:00:00,18141.15,18182.75,18093.0,18102.9,23252757,18106.01,18231.053333333333,25424475.0,27370450.533333335,18125.640660502537,18196.957897423734,-39.04999999999927,0.0,39.04999999999927,15.417500000000292,31.582500000000255,14.297500000000158,21.001666666666825,0.48816591466793846,0.6807793032299048,32.803191489361936,40.50378904129001,0.8098795758570142,18250.790952807016,18178.656282340347,72.13467046666847,59.66551455667547,12.469155909992999,23.74766830704328,18153.505336614086,18058.51466338591,89.75,40.79999999999927,48.95000000000073,89.75,93.07083333333321,78.46666666666836,18615.966666666664
414,2022-12-22 15:00:00,18102.45,18152.65,18098.85,18114.7,22908178,18106.08,18216.239999999998,23408802.2,27380907.266666666,18121.993773668357,18186.675660245768,11.799999999999272,11.799999999999272,0.0,16.007500000000256,21.182500000000253,14.494166666666812,20.733333333333455,0.755694559188012,0.6990755627009676,43.04248453885463,41.144465734629776,1.046130597890529,18240.710141487976,18168.816854287987,71.89328719998957,62.11106908533829,9.782218114651279,23.778892951972026,18153.637785903946,18058.522214096058,53.80000000000291,49.75,4.05000000000291,53.80000000000291,92.01250000000012,80.28333333333528,18616.241666666665
432,2022-12-23 09:00:00,18003.25,18050.45,17965.65,17975.2,45001719,18083.170000000002,18188.863333333335,26871039.2,28542161.066666666,18073.062515778904,18160.24120271505,-139.5,0.0,139.5,15.497500000000219,28.157500000000255,14.494166666666812,23.00583333333349,0.550386220367578,0.6300213713913158,35.499942732791325,38.65111111111118,0.9184714672429177,18221.042723599978,18139.02964593599,82.01307766398895,66.09147080106843,15.921606862920527,64.22676233489342,18211.623524669787,17954.716475330217,84.79999999999927,64.25,149.04999999999927,149.04999999999927,100.57916666666672,97.53333333333406,18618.43333333333
433,2022-12-23 10:00:00,17973.8,17979.0,17912.75,17946.35,33850957,18056.22,18160.02333333333,29210357.2,28389200.6,18030.82501051927,18133.504802375668,-28.850000000002183,0.0,28.850000000002183,15.497500000000219,29.020000000000255,14.494166666666812,23.01750000000017,0.5340282563749167,0.6297020383041906,34.81215252428832,38.63909006087001,0.9009568411017721,18200.69511444442,18109.386623484297,91.30849096012389,71.13487483287952,20.173616127244372,88.85975326335864,18233.93950652672,17878.500493473282,66.25,3.7999999999992724,62.45000000000073,66.25,97.7541666666669,89.70000000000073,18618.25
434,2022-12-23 11:00:00,17947.0,17959.8,17857.1,17870.5,26198373,18001.93,18128.109999999997,30242396.8,29046334.4,17977.383340346183,18100.629202078708,-75.84999999999854,0.0,75.84999999999854,13.247500000000219,32.812500000000185,14.494166666666812,24.08000000000017,0.4037333333333377,0.6019172203765245,28.76139817629202,37.574801788761974,0.765443776336675,18176.236217078167,18072.634835255943,103.60138182222363,77.62817623074835,25.973205591475278,104.86835557034854,18211.666711140697,17792.193288859304,102.70000000000073,13.450000000000728,89.25,102.70000000000073,94.1875000000003,106.0,18617.125
435,2022-12-23 12:00:00,17870.65,17933.4,17870.25,17897.3,24345408,17960.81,18096.753333333334,30460927.0,29658081.866666667,17950.688893564125,18075.213051818868,26.799999999999272,26.799999999999272,0.0,13.700000000000182,32.812500000000185,14.123333333333479,24.08000000000017,0.41752380952381274,0.5865171650055391,29.45444772910524,36.968850885612156,0.796736902108271,18155.574275072377,18045.660245216568,109.91402985580862,84.0853469557604,25.82868290004822,95.24666923327042,18151.303338466543,17770.31666153346,63.150000000001455,62.900000000001455,0.25,63.150000000001455,90.09583333333376,77.3666666666674,18617.191666666666
436,2022-12-23 13:00:00,17897.1,17922.2,17851.4,17863.0,25810280,17910.469999999998,18069.633333333335,31041347.4,29806479.4,17921.459262376084,18048.68642034151,-34.29999999999927,0.0,34.29999999999927,10.832500000000072,34.527500000000146,13.898333333333479,24.651666666666824,0.3137354282818051,0.5637887904807001,23.881172839506206,36.05274535235635,0.6623954044583008,18133.9021065485,18017.558669029404,116.34343751909546,90.53696506842742,25.80647245066804,48.73858327891545,18007.947166557828,17812.992833442167,70.79999999999927,24.900000000001455,45.89999999999782,70.79999999999927,90.71250000000055,78.88333333333382,18617.649999999998
437,2022-12-23 14:00:00,17863.6,17883.6,17815.4,17820.1,32446659,17879.45,18044.89,28530335.4,29986063.666666668,17887.672841584055,18020.11311779882,-42.900000000001455,0.0,42.900000000001455,8.385000000000218,36.67250000000022,13.312500000000181,25.36666666666685,0.2286454427704729,0.5248028909329863,18.60955445819262,34.41775288161169,0.5406963819574377,18110.657506063424,17987.18041225565,123.47709380777451,97.12499081629684,26.352102991477665,46.549328674409054,17972.54865734882,17786.35134265118,68.19999999999709,20.599999999998545,47.599999999998545,68.19999999999709,84.12083333333369,67.3833333333326,18617.324999999997
438,2022-12-23 15:00:00,17819.85,17832.2,17779.5,17824.1,33724130,17854.999999999996,18018.636666666665,28504970.0,29926434.866666667,17866.48189438937,17995.61147807397,4.0,4.0,0.0,8.585000000000218,36.32750000000033,12.703333333333466,25.36666666666685,0.23632234533067623,0.50078843626807,19.11494572780431,33.36835653620531,0.5728464842751313,18089.4310241328,17962.09111806247,127.33990607032683,103.16797386710286,24.171932203223975,32.658689502796776,17920.31737900559,17789.6826209944,52.70000000000073,12.100000000002183,40.599999999998545,52.70000000000073,78.24583333333369,63.89999999999903,18617.458333333332
504,2022-12-26 09:00:00,17832.9,17958.2,17774.25,17933.75,39750778,17867.65,18000.383333333335,31215451.0,30448853.666666668,17888.90459625958,17987.878793314725,109.65000000000146,109.65000000000146,0.0,14.06750000000029,34.84000000000033,14.452500000000207,25.36666666666685,0.403774397244551,0.5697437582128818,28.763482083525247,36.2953351610407,0.7924842670801365,18077.89909641926,17957.73094605286,120.16815036640037,106.56800916696237,13.600141199438,48.547811485577164,17964.745622971157,17770.554377028846,183.95000000000073,134.10000000000218,49.849999999998545,183.95000000000073,87.16666666666727,101.61666666666618,18619.958333333332
505,2022-12-26 10:00:00,17933.95,17961.45,17907.45,17959.75,25158700,17880.14,17982.32,31378109.4,29087837.133333333,17912.519730839722,17984.362694150383,26.0,26.0,0.0,14.445000000000254,34.84000000000033,14.804166666666848,25.36666666666685,0.4146096440872594,0.5836070959264156,29.309120422035278,36.8530235452755,0.7952975794788665,18069.147311499313,17958.041569737034,111.10574176227965,107.47555568602583,3.630186076253821,63.739405002228736,18007.618810004456,17752.661189995542,54.0,27.700000000000728,26.299999999999272,54.0,87.63750000000043,96.88333333333382,18619.524999999998
506,2022-12-26 11:00:00,17960.5,18004.95,17948.15,17991.1,22761608,17905.760000000002,17974.103333333333,30768375.0,28406174.866666667,17938.71315389315,17985.204857381585,31.349999999998545,31.349999999998545,0.0,16.01250000000018,29.94750000000022,15.326666666666824,25.184166666666837,0.5346856999749583,0.6085834353595204,34.84007832898182,37.83350132680567,0.9208790386074324,18063.36602916603,17963.127482085183,100.23854708084764,106.0281539649902,-5.789606884142557,79.03680629957199,18063.833612599145,17747.68638740086,56.79999999999927,45.20000000000073,11.599999999998545,56.79999999999927,84.26250000000012,98.25,18619.291666666664
507,2022-12-26 12:00:00,17992.6,18006.25,17963.45,17982.65,21073881,17938.269999999997,17966.963333333333,28493819.4,27965064.666666668,17953.3587692621,17984.885500208886,-8.44999999999709,0.0,8.44999999999709,16.01250000000018,26.44250000000011,15.13000000000017,25.32500000000012,0.6055592322964967,0.5974333662388982,37.71640560593586,37.399579780002625,1.008471373951176,18057.38706404262,17966.13094637977,91.25611766285147,103.07374670456245,-11.817629041710987,67.5966030953735,18073.463206190743,17803.07679380925,42.79999999999927,15.150000000001455,27.649999999997817,42.79999999999927,80.35000000000007,51.19999999999951,18619.649999999998
508,2022-12-26 13:00:00,17984.15,18014.65,17974.0,17986.75,20032650,17970.8,17960.673333333332,25755523.4,27823616.866666667,17964.48917950807,17985.118562682776,4.099999999998545,4.099999999998545,0.0,14.885000000000037,26.44250000000011,13.9491666666668,25.32500000000012,0.5629195424033271,0.5508061862454782,36.01717984392955,35.51740966284041,1.014071132603232,18052.154688928353,17969.30310847519,82.85158045316348,99.02931345428267,-16.177733001119194,23.988122061357426,18018.776244122713,17922.823755877285,40.650000000001455,32.0,8.650000000001455,40.650000000001455,79.2541666666666,46.75,18620.05
509,2022-12-26 14:00:00,17987.05,18084.1,17987.05,18081.0,24306942,18000.25,17956.609999999997,22666756.2,28041534.666666668,18003.32611967205,17997.103742347426,94.25,94.25,0.0,19.597500000000036,25.925,15.520000000000133,25.295833333333455,0.7559305689488924,0.6135397792785396,43.05014004063929,38.024459462218594,1.1321696783990909,18054.29137863736,17986.487245632852,67.80413300450891,92.78427736432792,-24.980144359819008,46.73474350018374,18093.719487000366,17906.780512999634,97.04999999999927,97.34999999999854,0.2999999999992724,97.34999999999854,74.94583333333321,60.266666666666424,18620.38333333333
510,2022-12-26 15:00:00,18081.95,18081.95,17984.55,18009.6,23521100,18010.22,17950.39,22339236.2,28059424.2,18005.4174131147,17998.665774554,-71.40000000000146,0.0,71.40000000000146,18.439999999999962,29.495000000000072,15.251666666666763,26.485833333333478,0.6251907102898768,0.5758424314885321,38.46875977886711,36.54187880602977,1.0527307581272856,18050.980906145705,17990.04305399703,60.93785214867603,86.41499232119754,-25.477140172521516,40.88616208483107,18091.992324169663,17928.44767583034,97.40000000000146,0.9500000000007276,96.45000000000073,97.40000000000146,77.54166666666667,78.46666666666715,18620.416666666664
528,2022-12-27 09:00:00,18081.9,18134.05,17967.45,18002.2,40796493,18012.44,17942.89,25946213.2,29251978.533333335,18004.344942076466,17999.10755273475,-7.399999999997817,0.0,7.399999999997817,18.439999999999962,24.047499999999854,15.251666666666763,26.421666666666777,0.7668156773053363,0.5772409007758796,43.40100029420427,36.598144296912544,1.185879806967853,18047.36750569047,17991.9133533821,55.454152308368066,80.22282431863165,-24.768672010263586,39.87736513395627,18092.19473026791,17932.685269732086,166.59999999999854,124.45000000000073,42.14999999999782,166.59999999999854,82.86666666666649,120.44999999999952,18622.283333333333
529,2022-12-27 10:00:00,18003.1,18051.9,17979.1,18048.6,28837161,18025.629999999997,17947.783333333333,27498869.2,28174341.333333332,18019.09662805098,18005.294108642905,46.39999999999782,46.39999999999782,0.0,20.759999999999856,22.817499999999928,16.02500000000006,25.98083333333343,0.9098279829078524,0.6168008467780736,47.639263381332015,38.149463368182985,1.2487531717435274,18047.458801565248,18000.6343759387,46.82442562654978,73.54314458021528,-26.7187189536655,38.4416375825188,18102.513275165034,17948.74672483496,72.80000000000291,49.70000000000073,23.100000000002183,72.80000000000291,83.67083333333328,112.26666666666763,18622.175
530,2022-12-27 11:00:00,18048.45,18062.8,18029.2,18054.55,24745444,18039.19,17954.996666666666,28441428.0,27567307.133333333,18030.914418700653,18011.45109506254,5.950000000000728,5.950000000000728,0.0,21.05749999999989,22.384999999999856,15.753333333333407,25.98083333333343,0.940696895242351,0.6063444205664438,48.472118317316024,37.746850102833434,1.2841367739364697,18047.984075523374,18008.929087332745,39.054988190629956,66.64551330229823,-27.59052511166827,32.849589038899175,18104.889178077796,17973.4908219222,33.599999999998545,14.200000000000728,19.399999999997817,33.599999999998545,80.57083333333321,91.0,18622.63333333333
531,2022-12-27 12:00:00,18054.7,18071.6,18014.85,18028.0,21868730,18028.59,17965.496666666666,27953785.6,27278664.266666666,18029.942945800438,18013.519708179723,-26.549999999999272,0.0,26.549999999999272,18.01499999999978,23.712499999999817,15.753333333333407,26.003333333333405,0.759725882973112,0.6058197666965786,43.172967467497344,37.72651073680854,1.1443668291691462,18046.503773632754,18011.863073896937,34.64069973581718,60.244550589002024,-25.603850853184845,23.08528752312789,18074.760575046257,17982.419424953743,56.75,17.049999999999272,39.70000000000073,56.75,79.61666666666679,54.383333333333816,18623.016666666666
532,2022-12-27 13:00:00,18027.6,18112.05,18022.05,18102.45,30945944,18047.159999999996,17979.173333333332,29438754.4,27718700.0,18054.11196386696,18024.63599465726,74.45000000000073,74.45000000000073,0.0,21.73749999999982,21.759999999999856,16.99416666666675,24.889166666666764,0.9989659926470571,0.6827937188201031,49.97413644462321,40.57500994826903,1.2316481624610214,18050.64793854885,18025.79952406664,24.8484144822105,53.16532336764372,-28.31690888543322,37.088330375253655,18121.336660750505,17972.983339249487,90.0,84.04999999999927,5.950000000000728,90.0,82.72500000000007,60.116666666666184,18622.7
533,2022-12-27 14:00:00,18102.55,18142.05,18073.45,18124.6,37244916,18071.64,17996.613333333335,28728439.0,28481009.066666666,18077.607975911305,18037.131495325102,22.149999999997817,22.149999999997817,0.0,22.254999999999747,21.759999999999856,17.363333333333383,24.797500000000095,1.022748161764701,0.7002049937829747,50.56230830398716,41.18356294349019,1.227730305252267,18056.125869026713,18040.999597287155,15.126271739558433,45.55751304202666,-30.43124130246823,40.25349984811175,18152.146999696222,17991.133000303776,68.59999999999854,39.599999999998545,29.0,68.59999999999854,73.11249999999988,71.78333333333285,18622.6
534,2022-12-27 15:00:00,18127.5,18149.25,18106.7,18136.0,29773761,18089.120000000003,18017.673333333332,28915759.0,28302815.866666667,18097.07198394087,18049.490058409465,11.400000000001455,11.400000000001455,0.0,22.824999999999818,14.784999999999854,17.553333333333406,24.497500000000098,1.543794386202235,0.7165357009218628,60.68864663653288,41.74312835655258,1.4538595698471732,18062.04247132103,18055.61504385836,6.427427462669584,37.73149592615525,-31.304068463485663,46.27362369666431,18181.667247393332,17996.572752606673,42.54999999999927,24.650000000001455,17.899999999997817,42.54999999999927,72.15833333333315,67.04999999999927,18622.891666666666
552,2022-12-28 09:00:00,18093.0,18137.45,18068.35,18132.05,46539041,18104.620000000003,18038.20333333333,33274478.4,29157143.266666666,18108.731322627245,18059.81005110828,-3.9500000000007276,0.0,3.9500000000007276,22.824999999999818,13.539999999999782,17.553333333333406,24.045000000000073,1.6857459379616089,0.7300201011991413,62.76639626014043,42.197203413598324,1.4874539349191456,18067.228214186136,18067.37426788015,-0.14605369401397184,30.155986002121402,-30.302039696135374,44.75389089251593,18194.127781785035,18015.11221821497,69.10000000000218,1.4500000000007276,67.65000000000146,69.10000000000218,73.1833333333334,60.083333333333336,18621.958333333332
553,2022-12-28 10:00:00,18131.2,18146.8,18089.5,18127.9,31675821,18124.6,18051.146666666667,35235896.6,28618812.8,18115.1208817515,18068.321294719746,-4.149999999997817,0.0,4.149999999997817,22.824999999999818,9.954999999999746,17.553333333333406,23.834166666666714,2.292817679558051,0.7364777455333745,69.63087248322185,42.41216148192897,1.641766654898979,18071.72242054272,18076.685918975512,-4.963498432793131,23.132089115138495,-28.095587547931625,13.10510396821314,18150.810207936425,18098.38979206357,57.29999999999927,14.75,42.54999999999927,57.29999999999927,74.39166666666672,56.31666666666691,18621.783333333333
554,2022-12-28 11:00:00,18127.4,18151.15,18119.05,18146.6,19897412,18133.43,18063.603333333333,33026190.2,28268060.266666666,18125.613921167667,18078.106132879777,18.69999999999709,18.69999999999709,0.0,22.41999999999971,9.954999999999746,17.865000000000023,22.6766666666667,2.2521346057257943,0.7878141996178155,69.25096525096552,44.06577595066803,1.5715362717881671,18077.268907909925,18087.44193144082,-10.17302353089326,16.471066585932146,-26.644090116825407,8.522147617646727,18150.474295235294,18116.385704764707,32.10000000000218,23.25,8.850000000002183,32.10000000000218,73.67916666666679,52.833333333334544,18621.774999999998
555,2022-12-28 12:00:00,18145.15,18152.75,18124.8,18138.25,22450167,18136.16,18073.413333333334,30067240.4,28247297.533333335,18129.82594744511,18085.624116269806,-8.349999999998545,0.0,8.349999999998545,22.41999999999971,8.65749999999971,17.865000000000023,22.223333333333358,2.5896621426509343,0.8038848057597122,72.14222508245557,44.56408763979546,1.6188421866856082,18081.786025842524,18095.258557373003,-13.47253153047859,10.482346962649999,-23.95487849312859,7.044625612247316,18150.249251224493,18122.070748775506,27.950000000000728,6.150000000001455,21.799999999999272,27.950000000000728,67.89583333333364,39.11666666666739,18621.8
556,2022-12-28 13:00:00,18138.6,18166.15,18115.45,18157.4,21941940,18140.44,18085.063333333335,28500876.2,28305168.133333333,18139.01729829674,18094.59610173608,19.150000000001455,19.150000000001455,0.0,23.37749999999978,6.512499999999636,18.184166666666716,21.881666666666693,3.5896353166988235,0.8310229263462576,78.21177651388504,45.38571933692468,1.7232684125434563,18087.387060965302,18104.818779315618,-17.43171835031535,4.89953390005693,-22.33125225037228,11.811297558541236,18164.06259511708,18116.817404882917,50.70000000000073,27.900000000001455,22.799999999999272,50.70000000000073,64.0041666666669,36.91666666666788,18621.766666666666
557,2022-12-28 14:00:00,18157.3,18173.1,18101.85,18117.5,22731227,18137.53,18093.780000000002,23739313.4,28485073.266666666,18131.844865531162,18097.459089019067,-39.900000000001455,0.0,39.900000000001455,23.17749999999978,8.507499999999709,18.184166666666716,21.015000000000025,2.7243608580664795,0.8652946308192574,73.14975540476615,46.38916643636135,1.576871520317489,18089.617649041946,18106.769736343984,-17.152087302038126,0.4892096596379192,-17.641296961676044,15.584752164106627,18168.69950432821,18106.360495671786,71.25,15.69999999999709,55.55000000000291,71.25,56.0583333333337,49.96666666666715,18622.074999999997
558,2022-12-28 15:00:00,18113.5,18149.0,18106.45,18106.9,28564133,18133.33,18095.506666666664,23116975.8,28768886.0,18123.52991035411,18098.63920289168,-10.599999999998545,0.0,10.599999999998545,17.69499999999971,9.037499999999635,17.809166666666716,21.191666666666666,1.9579529737206554,0.8403853716083389,66.1928364350515,45.66355419755995,1.4495769678521553,18090.897823186988,18106.789776906448,-15.891953719459707,-2.7870230161816063,-13.1049307032781,20.789408361397403,18174.908816722796,18091.751183277207,42.54999999999927,31.5,11.049999999999272,42.54999999999927,53.53750000000006,54.833333333333336,18621.816666666666
576,2022-12-29 09:00:00,18059.8,18061.0,18004.0,18021.05,38392034,18108.22,18096.27,26815900.2,29760281.6,18089.369940236073,18088.94055253022,-85.85000000000218,0.0,85.85000000000218,16.39499999999971,13.329999999999746,16.56833333333337,22.622500000000038,1.2299324831207818,0.7323829520757362,55.15559293523973,42.27604244189757,1.3046536465905785,18085.723910358323,18093.599041997764,-7.875131639440951,-3.804644740833475,-4.070486898607476,52.45698952493425,18213.13397904987,18003.30602095013,57.0,45.900000000001455,102.90000000000146,102.90000000000146,59.312500000000306,72.23333333333358,18619.691666666666
577,2022-12-29 10:00:00,18021.85,18028.65,17992.8,18012.85,23623850,18083.14,18096.98,27050636.8,28615438.733333334,18063.863293490715,18079.429233463943,-8.200000000000728,0.0,8.200000000000728,14.827499999999782,13.739999999999782,16.56833333333337,21.685000000000038,1.0791484716157218,0.7640458073937442,51.90338671567343,43.312129661903114,1.1983568372378395,18080.325842924372,18081.176112459645,-0.8502695352726732,-3.213769699721315,2.363500164448642,63.355242482537975,18209.850484965074,17956.429515034924,35.85000000000218,7.600000000002183,28.25,35.85000000000218,57.570833333333816,60.4333333333343,18618.783333333333
578,2022-12-29 11:00:00,18013.15,18050.15,18007.95,18035.9,25451554,18058.840000000004,18096.133333333335,27752559.6,28389731.6,18054.542195660477,18073.98807928095,23.05000000000291,23.05000000000291,0.0,15.979999999999928,13.317499999999928,16.952500000000086,20.951666666666704,1.1999249108316137,0.8091241746877761,54.543903063401345,44.724634494888505,1.2195494424808562,18077.03503974479,18074.210556696624,2.824483048167167,-2.006119150143619,4.830602198310785,49.54837787479099,18157.936755749586,17959.74324425042,42.20000000000073,37.30000000000291,4.899999999997817,42.20000000000073,53.587500000000546,60.31666666666812,18618.458333333332
579,2022-12-29 12:00:00,18035.1,18038.05,18008.35,18020.3,21942611,18039.4,18093.85,27594836.4,28202876.066666666,18043.128130440316,18067.27706937083,-15.600000000002183,0.0,15.600000000002183,15.775,14.097500000000036,16.952500000000086,21.115833333333406,1.1189927292073034,0.80283357669995,52.80776634027946,44.53176305765952,1.1858449500843748,18072.83244420814,18065.91662489714,6.915819310997904,-0.22173145791531446,7.1375507689132185,38.648851859073815,18116.69770371815,17962.102296281853,29.700000000000728,2.149999999997817,27.55000000000291,29.700000000000728,50.34583333333406,35.91666666666788,18618.88333333333
580,2022-12-29 13:00:00,18020.25,18093.0,18019.9,18092.35,25893545,18036.489999999998,18098.14,27060718.8,28471197.066666666,18059.535420293545,18070.411185699475,72.04999999999927,72.04999999999927,0.0,14.664999999999964,14.097500000000036,17.441666666666727,21.115833333333406,1.0402553644263115,0.8259994474920084,50.986527596696966,45.235470833603486,1.1271359987441816,18074.27818908161,18069.98329798989,4.294891091722093,0.681593052012167,3.613298039709926,32.32664149002726,18101.143282980054,17971.83671701994,73.09999999999854,72.70000000000073,0.3999999999978172,73.09999999999854,52.891666666667334,48.333333333333336,18619.283333333333
581,2022-12-29 14:00:00,18091.7,18157.3,18073.6,18139.95,38853108,18060.269999999997,18100.64,27152933.6,28998341.333333332,18086.340280195698,18079.10353748704,47.60000000000218,47.60000000000218,0.0,17.045000000000073,10.527499999999964,18.00583333333343,21.115833333333406,1.6190928520541563,0.852717155373142,61.81884123673969,46.02522046606745,1.343151441986383,18079.14276766816,18080.747405991446,-1.6046383232860535,0.22434677695252286,-1.8289851002385764,54.35573336845872,18168.981466736914,17951.55853326308,83.70000000000073,64.95000000000073,18.75,83.70000000000073,54.10833333333388,62.166666666666664,18619.783333333333
582,2022-12-29 15:00:00,18140.85,18229.7,18140.85,18210.4,106783436,18099.78,18106.36,43784850.8,33634242.666666664,18127.693520130466,18095.51559530116,70.45000000000073,70.45000000000073,0.0,20.56750000000011,10.157500000000073,18.52333333333342,21.115833333333406,2.0248584789564323,0.8772248312877393,66.94060211554105,46.72987575419937,1.4325011790669153,18088.86552561867,18100.69395891584,-11.828433297170704,-2.1862092378721227,-9.64222405929858,77.94764749509883,18255.675294990197,17943.8847050098,88.85000000000218,89.75,0.8999999999978172,89.75,56.812500000000604,82.1833333333331,18619.875
600,2022-12-30 09:00:00,18264.7,18265.25,18210.75,18247.8,43487889,18142.16,18113.813333333335,47392117.8,34548517.86666667,18167.72901342031,18114.551145888516,37.39999999999782,37.39999999999782,0.0,20.11750000000011,10.157500000000073,19.146666666666714,20.72416666666674,1.980556239232091,0.9238811371587107,66.44921552436,48.02173685860589,1.383732032017325,18100.638449646915,18123.32565754417,-22.687207897255576,-6.2864089697488135,-16.400798927506763,91.0388474774211,18324.23769495484,17960.082305045158,54.5,54.849999999998545,0.3499999999985448,54.849999999998545,58.708333333333634,76.09999999999975,18620.575
601,2022-12-30 10:00:00,18246.85,18252.45,18217.25,18226.65,28205152,18183.43,18120.12,48644626.0,33326258.6,18187.36934228021,18128.56350265245,-21.149999999997817,0.0,21.149999999997817,19.82000000000007,11.214999999999964,18.70000000000006,21.076666666666704,1.7672759696834717,0.8872370710105976,63.863380054777025,47.01248638230122,1.3584344281526803,18109.972638561958,18139.22171022968,-29.24907166772391,-10.878941509343832,-18.37013015838008,65.04791118870864,18313.525822377418,18053.334177622583,35.20000000000073,4.650000000001455,30.549999999999272,35.20000000000073,59.312500000000306,59.93333333333309,18618.491666666665
602,2022-12-30 11:00:00,18227.9,18235.65,18188.95,18192.0,22396028,18203.36,18124.393333333333,47945122.6,32707605.733333334,18188.912894853474,18136.493064820894,-34.650000000001455,0.0,34.650000000001455,19.82000000000007,11.620000000000072,18.060833333333417,21.65416666666673,1.7056798623063638,0.834058110448337,63.04071246819333,45.47610054975034,1.386238303330944,18116.04873940922,18147.341447117422,-31.292707708202215,-14.96169474911551,-16.331012959086706,40.977972741615474,18285.31594548323,18121.40405451677,46.70000000000073,9.0,37.70000000000073,46.70000000000073,58.97916666666697,45.583333333333336,18618.425
603,2022-12-30 12:00:00,18190.9,18233.9,18184.8,18217.45,18844051,18218.86,18129.116666666665,43943311.2,32637381.666666668,18198.42526323565,18146.61268171828,25.450000000000728,25.450000000000728,0.0,17.370000000000072,11.620000000000072,18.17500000000006,21.65416666666673,1.4948364888123893,0.8393303829132196,59.91721283201098,45.63238832513863,1.313041351355325,18123.559943897428,18158.127378330126,-34.567434432698064,-18.88284268583202,-15.684591746866044,20.574419797686755,18260.008839595375,18177.711160404626,49.10000000000218,41.900000000001455,7.200000000000728,49.10000000000218,57.133333333333816,43.66666666666788,18618.366666666665
604,2022-12-30 13:00:00,18217.4,18223.45,18169.65,18170.35,19358402,18210.85,18131.256666666664,26458304.4,32431264.0,18189.066842157103,18149.579846503497,-47.10000000000218,0.0,47.10000000000218,16.26250000000018,13.975000000000183,18.17500000000006,18.972500000000096,1.1636851520572429,0.9579654763473432,53.782554774700245,48.92657648563156,1.0992503182906075,18127.0258739791,18160.007781663953,-32.98190768485438,-21.702655685636493,-11.279251999217884,30.22447270031416,18271.298945400627,18150.40105459937,53.79999999999927,6.0,47.79999999999927,53.79999999999927,58.070833333333816,49.86666666666739,18618.875
605,2022-12-30 14:00:00,18169.1,18206.7,18161.75,18191.85,23956618,18199.66,18133.553333333333,22552050.2,32565575.866666667,18189.99456143807,18154.86361569056,21.5,21.5,0.0,16.76750000000011,13.975000000000183,18.363333333333383,18.972500000000096,1.1998211091234268,0.967892124566256,54.54175815239473,49.18420641474896,1.1089282948365147,18131.827661091756,18164.90658448488,-33.07892339312457,-23.977909227134113,-9.101014165990456,22.492732159807673,18244.645464319616,18154.674535680384,44.95000000000073,36.35000000000218,8.599999999998545,44.95000000000073,53.24166666666709,49.28333333333406,18618.13333333333
606,2022-12-30 15:00:00,18191.75,18194.1,18080.3,18117.05,35711206,18177.739999999998,18133.52333333333,24053261.0,33430907.8,18165.67970762538,18150.13691372924,-74.79999999999927,0.0,74.79999999999927,16.76750000000011,17.51750000000011,18.363333333333383,20.02583333333338,0.957185671471386,0.916982231284591,48.90622721306695,47.83467558121867,1.0224011476785055,18130.733019529405,18157.544033025668,-26.811013496262603,-24.544530080959813,-2.2664834153027904,37.80612384276352,18253.352247685525,18102.12775231447,113.79999999999927,2.25,111.54999999999927,113.79999999999927,59.73750000000018,70.84999999999975,18618.274999999998
672,2023-01-02 09:00:00,18133.65,18171.95,18086.5,18160.3,56895469,18171.4,18137.083333333332,30953149.2,35319663.53333333,18163.88647175025,18151.407299513085,43.25,43.25,0.0,18.93000000000011,17.31000000000022,18.334166666666714,20.02583333333338,1.0935875216637707,0.9155257792018645,52.235099337748174,47.79501216545013,1.0928985467547945,18132.923166230932,18157.968027944797,-25.04486171386452,-24.644596407540757,-0.4002653063237638,37.47345727331272,18246.346914546626,18096.453085453377,85.45000000000073,54.900000000001455,30.549999999999272,85.45000000000073,63.341666666666846,81.40000000000025,18617.624999999996
673,2023-01-02 10:00:00,18160.35,18189.9,18154.7,18181.0,34956213,18164.109999999997,18147.746666666666,34175581.6,35090608.8,18169.590981166835,18155.10638707395,20.700000000000728,20.700000000000728,0.0,19.030000000000292,17.31000000000022,18.383333333333393,20.02583333333338,1.099364529173891,0.9179809412841754,52.36653824986248,47.861838536807646,1.0941188188913917,18136.48441317679,18161.51140826098,-25.026995084190276,-24.72107614287066,-0.3059189413196144,28.822200644906854,18221.75440128981,18106.465598710183,35.20000000000073,29.600000000002183,5.599999999998545,35.20000000000073,63.80000000000018,78.15000000000025,18618.499999999996
