Open,High,Low,Adj Close,RSI,EMAF,EMAM,EMAS,Target,TargetClass,TargetNextClose,predicted,PredictionResult,AcctualResult,diff,ATR
17718.900390625,17742.150390625,17585.349609375,17618.150390625,63.89394027224101,17473.564414972923,16302.164631060592,15775.159372518117,0.150390625,1,17532.05078125,17789.104,1,0,86.099609375,174.0693647742761
17531.900390625,17557.150390625,17452.900390625,17532.05078125,59.45785326454111,17479.134545094552,16326.518812252461,15798.429457401984,75.69921875,1,17691.25,17699.02,1,1,159.19921875,173.47889046943916
17615.55078125,17750.900390625,17581.349609375,17691.25,64.35994787785062,17499.33601699031,16353.543192207859,15823.499928164872,160.951171875,1,17822.30078125,17567.256,0,1,131.05078125,176.50308804773894
17661.349609375,17833.44921875,17640.900390625,17822.30078125,67.79447704669774,17530.094565967425,16382.627500901763,15849.974111649444,-215.5,0,17646.0,17726.291,0,0,176.30078125,177.56819539599184
17861.5,17884.599609375,17613.150390625,17646.0,59.526202281794305,17541.13317873243,16407.64477811163,15873.762534011705,-20.201171875,0,17790.349609375,17862.602,1,1,144.349609375,183.77588338734444
17810.55078125,17857.55078125,17763.80078125,17790.349609375,63.437989748919236,17564.868076888866,16435.025071800013,15899.147793288039,8.349609375,1,17895.19921875,17705.768,0,1,104.849609375,185.60581121890843
17886.849609375,17941.849609375,17840.349609375,17895.19921875,65.99569022993578,17596.328185637547,16463.939411343577,15925.585560512702,78.3984375,1,17945.94921875,17816.63,0,1,50.75,183.3663548603754
17867.55078125,18041.94921875,17839.099609375,17945.94921875,67.18613554982947,17629.625426886352,16493.28614020311,15952.345344065516,76.1484375,1,17991.94921875,17993.717,1,1,46.0,184.64163220221843
17915.80078125,18008.650390625,17864.94921875,17991.94921875,68.26507716247228,17664.13245468289,16522.962636808,15979.359964922265,63.900390625,1,18161.75,18029.037,1,1,169.80078125,181.9697679281228
18097.849609375,18197.80078125,18050.75,18161.75,71.9170561567006,17711.52460185595,16555.413871722692,16008.26579320144,65.701171875,1,18338.55078125,18063.998,0,1,176.80078125,183.52405300695077
18272.849609375,18350.75,18248.69921875,18338.55078125,75.11216503137311,17771.24138084586,16590.72351349551,16039.1304950299,-23.048828125,0,18477.05078125,18204.188,0,1,138.5,183.8795229365805
18500.099609375,18543.150390625,18445.30078125,18477.05078125,77.28161346397508,17838.461323741492,16628.07652869857,16071.420829946723,-183.599609375,0,18418.75,18376.262,0,0,58.30078125,185.22132276279126
18602.349609375,18604.44921875,18377.69921875,18418.75,74.35827342599082,17893.72691195659,16663.5354093184,16102.511282530211,-173.30078125,0,18266.599609375,18548.006,1,0,152.150390625,187.90459389384486
18439.900390625,18458.30078125,18209.349609375,18266.599609375,67.24565807597139,17929.23859742501,16695.279254864075,16131.174704077825,-204.599609375,0,18178.099609375,18561.898,1,0,88.5,191.84065026991243
18382.69921875,18384.19921875,18048.0,18178.099609375,63.4625317643109,17952.939646182153,16724.642034161323,16158.286292227456,-115.798828125,0,18114.900390625,18409.588,1,0,63.19921875,201.12999567207166
18230.69921875,18314.25,18034.349609375,18114.900390625,60.84354810751759,17968.364478986234,16752.171902606147,16184.201710749277,-104.099609375,0,18125.400390625,18307.305,1,1,10.5,206.18944500308004
18229.5,18241.400390625,17968.5,18125.400390625,61.12909723297784,17983.32028009469,16779.364545933255,16209.912951542336,113.900390625,1,18268.400390625,18240.72,1,1,143.0,210.46691031716276
18154.5,18310.44921875,18099.30078125,18268.400390625,64.86758114527817,18010.470766811864,16808.85040424398,16237.177685834822,-84.900390625,0,18210.94921875,18229.74,0,0,57.451171875,210.51053877457545
18295.849609375,18342.05078125,18167.900390625,18210.94921875,62.28884307881366,18029.563952710734,16836.614737204498,16263.320355144959,-330.400390625,0,17857.25,18327.953,1,0,353.69921875,208.18644018923345
18187.650390625,18190.69921875,17799.44921875,17857.25,49.34835540385381,18013.153100071617,16856.825336467777,16284.432006070192,-161.400390625,0,17671.650390625,18291.182,1,0,185.599609375,221.16359507106498
17833.05078125,17915.849609375,17613.099609375,17671.650390625,44.187241434807206,17980.629032505272,16872.960486055046,16302.805759508006,146.5,1,17929.650390625,17941.71,1,1,258.0,226.36420712204094
17783.150390625,17954.099609375,17697.099609375,17929.650390625,51.70935136274601,17975.77392375477,16893.885038620785,16324.353370516179,-81.951171875,0,17888.94921875,17729.314,0,0,40.701171875,229.9348278180518
17970.900390625,18012.25,17847.599609375,17888.94921875,50.55764062138049,17967.504904230504,16913.589279811462,16345.076494333845,-118.75,0,17829.19921875,17895.6,1,0,59.75,225.78336498904605
17947.94921875,17988.75,17757.94921875,17829.19921875,48.846437965409045,17954.332934184742,16931.720169691434,16364.733748961875,-18.25,0,17916.80078125,17893.463,1,1,87.6015625,226.10207692606502
17935.05078125,17947.55078125,17900.599609375,17916.80078125,51.428876325783186,17950.75844342905,16951.22671645497,16385.290928197483,28.3515625,1,18068.55078125,17820.469,0,1,151.75,219.26462469190963
18040.19921875,18087.80078125,17836.099609375,18068.55078125,55.5900377001336,17961.97676131676,16973.35194546081,16407.585760688246,-40.099609375,0,18044.25,17908.47,0,0,24.30078125,221.3209624058971
18084.349609375,18112.599609375,17983.05078125,18044.25,54.78475039151212,17969.81230785802,16994.55784753089,16429.26343273211,43.75,1,18017.19921875,18035.195,0,0,27.05078125,215.5082099307589
17973.44921875,18061.25,17915.0,18017.19921875,53.85429189551522,17974.32534699059,17014.808171713445,16450.295694798573,-93.849609375,0,17873.599609375,18040.44,1,0,143.599609375,211.1251435002806
17967.44921875,17971.349609375,17798.19921875,17873.599609375,49.110273735526874,17964.73241959863,17031.81394275625,16469.14740227641,125.150390625,1,18102.75,17997.508,1,1,229.150390625,211.62311933910178
17977.599609375,18123.0,17905.900390625,18102.75,55.77156151342298,17977.876951065427,17053.020597355135,16490.78452277606,-31.5,0,18109.44921875,17867.873,0,1,6.69921875,214.01025228732556
18140.94921875,18210.150390625,18071.30078125,18109.44921875,55.952162224763015,17990.407643225863,17073.939975996618,16512.223790272405,-127.8515625,0,17999.19921875,18020.516,0,0,110.25,209.26414997606713
18127.05078125,18132.650390625,17958.80078125,17999.19921875,52.194156835068284,17991.244936132924,17092.261941199657,16531.91882906019,-40.69921875,0,17898.650390625,18106.674,1,0,100.548828125,207.02930341830879
17939.349609375,18022.650390625,17879.25,17898.650390625,48.979625780244476,17982.42640798931,17108.23002930709,16550.021233849126,-125.75,0,17764.80078125,18004.102,1,0,133.849609375,203.01640852261238
17890.55078125,17945.599609375,17688.5,17764.80078125,45.02460333078011,17961.700157823663,17121.231430335665,16566.11102917894,-379.69921875,0,17416.55078125,17902.795,1,0,348.25,206.42534904666346
17796.25,17805.25,17280.44921875,17416.55078125,36.751852162953185,17909.781169578553,17127.07933827456,16577.37513185538,221.599609375,1,17503.349609375,17757.193,1,1,86.798828125,226.4823436057484
17281.75,17553.69921875,17216.099609375,17503.349609375,39.71007424991618,17871.07340194012,17134.530234731992,16589.639694471534,-135.0,0,17415.05078125,17451.281,0,0,88.298828125,233.479017929622
17550.05078125,17600.599609375,17354.0,17415.05078125,37.78390643542073,17827.64267616011,17140.08509703928,16600.572291647408,118.94921875,1,17536.25,17376.291,0,1,121.19921875,234.30479142433245
17417.30078125,17564.349609375,17351.69921875,17536.25,41.92656411898316,17799.89099271629,17147.929946602857,16612.965373877243,-312.30078125,0,17026.44921875,17299.758,0,0,509.80078125,232.94251933587637
17338.75,17355.400390625,16985.69921875,17026.44921875,32.24916448114399,17726.229871386167,17145.524387635473,16618.4419810941,-1.8515625,0,17053.94921875,17335.959,1,1,27.5,252.91498026122184
17055.80078125,17160.69921875,16782.400390625,17053.94921875,33.14108093151846,17662.203142563674,17143.71101795457,16624.21028887762,-67.951171875,0,16983.19921875,17045.998,0,0,70.75,260.7965853183932
17051.150390625,17324.650390625,16931.400390625,16983.19921875,31.980561086315603,17597.53610220047,17140.532566485173,16628.96510914083,62.5,1,17166.900390625,16871.848,0,1,183.701171875,269.119587301139
17104.400390625,17213.05078125,17064.25,17166.900390625,38.01860103979741,17556.52317728852,17141.054701616657,16636.090079756515,218.451171875,1,17401.650390625,16804.434,0,1,234.75,266.6529262551596
17183.19921875,17420.349609375,17149.30078125,17401.650390625,44.7354622771554,17541.77338808247,17146.21501229009,16646.229951423647,-228.201171875,0,17196.69921875,16917.969,0,0,204.951171875,266.9289720804752
17424.900390625,17489.80078125,17180.80078125,17196.69921875,40.617983329110324,17508.90918147938,17147.214699546723,16653.520935096843,-296.80078125,0,16912.25,17157.275,0,0,284.44921875,269.57008949904946
17209.05078125,17216.75,16891.69921875,16912.25,35.72801636296304,17452.084497528962,17142.561933219065,16656.947810128673,132.599609375,1,17176.69921875,17084.498,1,1,264.44921875,273.0520666574031
17044.099609375,17251.650390625,16987.75,17176.69921875,42.610154568174615,17425.85732812144,17143.23791907116,16663.831934746177,154.5,1,17469.75,16873.346,0,1,293.05078125,277.21501512793577
17315.25,17484.599609375,17308.94921875,17469.75,49.083437377994265,17430.037582586065,17149.70350483213,16674.506346206494,-7.55078125,0,17516.849609375,16996.822,0,1,47.099609375,279.13986399709785
17524.400390625,17543.25,17379.599609375,17516.849609375,50.053571127476246,17438.3053946612,17156.97372472407,16685.66321061932,35.25,1,17511.30078125,17216.77,0,0,5.548828125,271.8970329948238
17476.05078125,17534.349609375,17405.25,17511.30078125,49.93347982360424,17445.257336241088,17163.99010208102,16696.59880758132,-250.849609375,0,17368.25,17313.086,0,0,143.05078125,262.9435234106144
17619.099609375,17639.5,17355.94921875,17368.25,46.829973808285814,17437.923304218126,17168.034852534864,16705.494849865012,41.701171875,1,17324.900390625,17356.09,0,0,43.349609375,264.2353551418311
17283.19921875,17376.19921875,17225.80078125,17324.900390625,45.90364303840119,17427.159217209257,17171.141100813875,16713.698896762497,-102.25,0,17221.400390625,17305.049,0,0,103.5,257.1004673457329
17323.650390625,17351.19921875,17192.19921875,17221.400390625,43.69273930198654,17407.56313848695,17172.13633427548,16720.423419860013,-124.599609375,0,17248.400390625,17224.42,1,1,27.0,250.95296794712655
17373.0,17379.349609375,17184.94921875,17248.400390625,44.44067842654177,17392.404781547713,17173.646513609132,16727.416492320477,-290.80078125,0,16985.19921875,17133.865,0,0,263.201171875,247.40966717117468
17276.0,17298.150390625,16966.44921875,16985.19921875,39.02632297114509,17353.6232993765,17169.91488400796,16730.83083306789,-210.05078125,0,16614.19921875,17103.451,1,0,371.0,252.69013159052415
16824.25,16840.099609375,16410.19921875,16614.19921875,32.9614500279295,17283.20195836445,17158.910613408792,16729.286043474272,-2.30078125,0,16770.849609375,16941.14,1,1,156.650390625,272.8783888215824
16773.150390625,16936.400390625,16688.25,16770.849609375,37.364990727577485,17234.40649655593,17151.22623709129,16729.836554280904,89.8984375,1,16955.44921875,16590.818,0,1,184.599609375,275.96735863890433
16865.55078125,16971.0,16819.5,16955.44921875,42.1618228413669,17207.839136764887,17147.34946445087,16732.824801492414,5.798828125,1,17072.599609375,16573.484,0,1,117.150390625,271.219726392038
17066.80078125,17118.650390625,17015.55078125,17072.599609375,45.02456500034791,17194.959181775375,17145.86926930085,16737.32513007364,-145.75,0,17003.75,16673.15,0,0,68.849609375,264.4564512123131
17149.5,17155.599609375,16909.599609375,17003.75,43.66371796144917,17176.748783511055,17143.0550263444,16740.85393629783,148.5,1,17086.25,16823.082,0,1,82.5,263.3009825075049
16937.75,17112.05078125,16833.19921875,17086.25,45.76812664447652,17168.129851748097,17141.93017433758,16745.428718598523,55.650390625,1,17233.25,16826.715,0,1,147.0,264.2744263914066
17177.599609375,17250.25,17161.150390625,17233.25,49.37812294944471,17174.33177062923,17143.738487717033,16751.889927623706,-6.5,0,17213.599609375,16866.912,0,0,19.650390625,257.99801048416555
17220.099609375,17285.94921875,17176.650390625,17213.599609375,48.91180416540509,17178.071564795493,17145.121876264715,16758.005287646905,2.5,1,17203.94921875,17003.123,0,0,9.650390625,248.69143323804386
17201.44921875,17264.05078125,17146.349609375,17203.94921875,48.66995410615321,17180.53610326735,17146.28677413571,16763.91182978072,109.55078125,1,17354.05078125,17030.469,0,1,150.1015625,240.49390722662082
17244.5,17400.80078125,17238.5,17354.05078125,52.5776364677627,17197.06131069427,17150.400912890447,16771.72823973396,238.548828125,1,17625.69921875,17051.945,0,1,271.6484375,237.76293921867145
17387.150390625,17646.650390625,17383.30078125,17625.69921875,58.67749134736855,17237.88396860434,17159.81276053123,16783.039113628212,123.849609375,1,17805.25,17175.283,0,1,179.55078125,241.19414338933004
17681.400390625,17827.599609375,17593.55078125,17805.25,62.12737920514808,17291.91882873726,17172.593695966254,16796.578330666252,105.150390625,1,17925.25,17404.432,0,1,120.0,240.7470833027332
17820.099609375,17944.69921875,17748.849609375,17925.25,64.26378627248776,17352.236083143234,17187.497781194645,16811.527624299815,-22.599609375,0,17745.900390625,17605.234,0,0,179.349609375,237.938176275974
17768.5,17797.94921875,17655.55078125,17745.900390625,58.93965619844966,17389.72792195102,17198.555258609107,16823.90342252929,15.099609375,1,17812.69921875,17761.432,1,1,66.798828125,239.92510815768864
17797.599609375,17905.0,17704.55078125,17812.69921875,60.253702471011195,17430.010902598544,17210.716525146552,16837.000055591816,90.0,1,18003.30078125,17676.926,0,1,190.6015625,237.45569004719556
17913.30078125,18017.44921875,17879.150390625,18003.30078125,63.795854633942454,17484.60993866059,17226.41126289117,16852.44774732239,58.0,1,18055.75,17719.393,0,1,52.44921875,235.40989513590978
17997.75,18081.25,17964.400390625,18055.75,64.72277149653931,17539.004230216724,17242.83381214085,16868.38552550355,41.94921875,1,18212.349609375,17887.93,0,1,156.599609375,227.99413654396898
18170.400390625,18227.94921875,18128.80078125,18212.349609375,67.3933397128736,17603.13236156513,17262.03214475935,16886.186374296547,0.80078125,1,18257.80078125,17982.512,0,1,45.451171875,224.5044215450236
18257.0,18272.25,18163.80078125,18257.80078125,68.14328206766513,17665.481734868452,17281.750335580946,16904.353452534342,70.75,1,18255.75,18127.52,0,0,2.05078125,217.2460328772155
18185.0,18286.94921875,18119.650390625,18255.75,68.06759887044576,17721.697760119077,17301.03745764865,16922.252744553756,72.44921875,1,18308.099609375,18221.326,0,1,52.349609375,214.12234010088068
18235.650390625,18321.55078125,18228.75,18308.099609375,69.008988700609,17777.545555286306,17320.97928243531,16940.608332167285,-224.1484375,0,18113.05078125,18247.584,0,0,195.048828125,206.5352056122226
18337.19921875,18350.94921875,18085.900390625,18113.05078125,61.74263985732954,17809.498433949513,17336.663866570252,16956.137371227982,-190.798828125,0,17938.400390625,18292.197,1,0,174.650390625,210.19435841103487
18129.19921875,18129.19921875,17884.900390625,17938.400390625,56.077760308785734,17821.77481077575,17348.57944130401,16969.14747744516,-164.0,0,17757.0,18138.092,1,0,181.400390625,212.32700864778073
17921.0,17943.69921875,17648.44921875,17757.0,50.8825163435899,17815.60578117806,17356.666977119774,16979.58261019423,3.451171875,1,17617.150390625,17960.414,1,0,139.849609375,217.51225054100377
17613.69921875,17707.599609375,17485.849609375,17617.150390625,47.26553609069483,17796.705267792055,17361.825064515917,16988.02721655755,-426.05078125,0,17149.099609375,17783.805,1,0,468.05078125,220.86618359896778
17575.150390625,17599.400390625,16997.849609375,17149.099609375,37.66473603455565,17735.028538419003,17357.612679265603,16990.16062573394,276.3984375,1,17277.94921875,17576.143,1,1,128.849609375,245.7791348814462
17001.55078125,17309.150390625,16836.80078125,17277.94921875,41.18828289686707,17691.497174641,17356.035184997967,16993.972395177865,48.150390625,1,17110.150390625,17193.166,0,0,167.798828125,259.9455410771622
17062.0,17182.5,16866.75,17110.150390625,38.177221524336865,17636.130814258526,17351.1661791688,16995.511176574517,-106.3515625,0,17101.94921875,17080.258,0,0,8.201171875,269.40249547180923
17208.30078125,17373.5,17077.099609375,17101.94921875,38.03162833677876,17585.256376591045,17346.231189853577,16996.92095196757,38.798828125,1,17339.849609375,16921.023,0,1,237.900390625,271.09046624531305
17301.05078125,17410.0,17264.150390625,17339.849609375,44.59825931951152,17561.88430352285,17346.104821923305,17001.463053390187,47.400390625,1,17576.849609375,16855.486,0,1,237.0,273.40125896829693
17529.44921875,17622.400390625,17244.55078125,17576.849609375,50.22783280596345,17563.309570746864,17350.67402563522,17009.08406737674,73.80078125,1,17780.0,17093.918,0,1,203.150390625,279.9313288565825
17706.19921875,17794.599609375,17674.80078125,17780.0,54.476209678518565,17583.946754485256,17359.17553007809,17019.294874431354,-207.55078125,0,17560.19921875,17349.734,0,0,219.80078125,276.04385279693105
17767.75,17781.150390625,17511.150390625,17560.19921875,49.57119135084588,17581.685084415232,17363.156197180506,17026.459170382597,-73.8984375,0,17516.30078125,17556.227,0,0,43.8984375,275.66600784557556
17590.19921875,17617.80078125,17462.55078125,17516.30078125,48.63415131387014,17575.458007923306,17366.188763201684,17032.94713873846,-242.701171875,0,17213.599609375,17487.365,0,0,302.701171875,268.1380619957474
17456.30078125,17536.75,17119.400390625,17213.599609375,42.67444407352013,17540.995303299656,17363.167195799175,17035.33988669391,-13.099609375,0,17266.75,17438.158,1,1,53.150390625,277.4660435711138
17279.849609375,17306.44921875,17043.650390625,17266.75,43.9662255250971,17514.876702985403,17361.25794439721,17038.404921307236,93.701171875,1,17463.80078125,17216.371,0,1,197.05078125,276.54913435224984
17370.099609375,17477.150390625,17339.0,17463.80078125,48.56978767080842,17510.01232948679,17363.288495622015,17044.039303558133,51.75,1,17605.849609375,17118.98,0,1,142.048828125,272.41395736534264
17554.099609375,17639.44921875,17427.150390625,17605.849609375,51.63856933093755,17519.139689476146,17368.09168599336,17051.48049966167,-76.25,0,17374.75,17239.387,0,0,231.099609375,268.6560116190332
17451.0,17454.75,17303.0,17374.75,46.7736695771146,17505.388290478415,17368.223533795473,17055.76221489794,-233.349609375,0,16842.80078125,17373.523,0,0,531.94921875,270.7935115026086
17076.150390625,17099.5,16809.650390625,16842.80078125,37.9550031834233,17442.284718170948,17357.81912285398,17052.94153365757,419.19921875,1,17352.44921875,17266.166,1,1,509.6484375,289.19087041890066
16933.25,17375.0,16839.25,17352.44921875,48.01588155980022,17433.728956321334,17357.712788119246,17056.90852286409,-86.25,0,17322.19921875,16878.139,0,0,30.25,304.6033511163441
17408.44921875,17490.599609375,17257.69921875,17322.19921875,47.52579093935279,17423.107076552635,17357.009549121834,17060.42230691556,-91.951171875,0,17304.599609375,17018.322,0,0,17.599609375,300.121224927109
17396.55078125,17442.900390625,17235.849609375,17304.599609375,47.22531670564532,17411.820651107148,17355.97172853279,17063.656443371976,40.25,1,17276.30078125,17090.953,0,0,28.298828125,294.30348115185654
17236.05078125,17380.80078125,17219.19921875,17276.30078125,46.71648207582856,17398.91399683504,17354.39408601234,17066.472924668375,14.400390625,1,17206.650390625,17113.365,0,0,69.650390625,286.0084870137354
17192.25,17351.05078125,17070.69921875,17206.650390625,45.425790130343486,17380.60317719599,17351.468468281895,17068.32957984661,244.25,1,17092.19921875,17141.836,0,0,114.451171875,285.6548843030146
16847.94921875,17148.55078125,16843.80078125,17092.19921875,43.31867834089543,17353.136133534466,17346.33442373671,17068.645734004273,-131.25,0,17063.25,17062.854,0,0,28.94921875,290.4801293952831
17194.5,17220.69921875,17027.849609375,17063.25,42.78088590673572,17325.527930340708,17340.728791583504,17068.57426732872,-300.9501953125,0,16247.9501953125,16904.537,0,0,815.2998046875,284.3775403967866
16548.900390625,16705.25,16203.25,16247.9501953125,31.122124009545107,17222.90147938564,17319.089611459327,17057.705074321886,142.75,1,16658.400390625,16858.184,1,1,410.4501953125,320.3577110252505
16515.650390625,16748.80078125,16478.30078125,16658.400390625,39.94939391739589,17169.139470932245,17306.00665659132,17052.41627056431,312.30078125,1,16793.900390625,16346.078,0,1,135.5,331.6396230325931
16481.599609375,16815.900390625,16356.2998046875,16793.900390625,42.55346336758546,17133.40241566489,17295.86593845337,17048.992219174386,12.849609375,1,16605.94921875,16408.686,0,0,187.951171875,339.6379191861334
